Country Name,Country Code,Indicator Clean Name,Indicator Code,Year,Value
Greece,GRC,Measles Immunization (%),SH.IMM.MEAS,2011,99
Greece,GRC,Life Expectancy (Years),SP.DYN.LE00.IN,2011,80.73170732
Greece,GRC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,443
Greece,GRC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,3.706
Greenland,GRL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,69.61463415
Grenada,GRD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.80423355
Grenada,GRD,Measles Immunization (%),SH.IMM.MEAS,2011,95
Grenada,GRD,Life Expectancy (Years),SP.DYN.LE00.IN,2011,74.861
Grenada,GRD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,29
Guam,GUM,Life Expectancy (Years),SP.DYN.LE00.IN,2011,76.153
Guatemala,GTM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.96306896
Guatemala,GTM,Measles Immunization (%),SH.IMM.MEAS,2011,89
Guatemala,GTM,Life Expectancy (Years),SP.DYN.LE00.IN,2011,70.321
Guatemala,GTM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,13343
Guinea,GIN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,3.78955102
Guinea,GIN,Measles Immunization (%),SH.IMM.MEAS,2011,62
Guinea,GIN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,56.778
Guinea,GIN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,48587
Guinea-Bissau,GNB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.21634817
Guinea-Bissau,GNB,Measles Immunization (%),SH.IMM.MEAS,2011,83
Guinea-Bissau,GNB,Life Expectancy (Years),SP.DYN.LE00.IN,2011,57.663
Guinea-Bissau,GNB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,6416
Guinea-Bissau,GNB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.547
Guyana,GUY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.17213488
Guyana,GUY,Measles Immunization (%),SH.IMM.MEAS,2011,98
Guyana,GUY,Life Expectancy (Years),SP.DYN.LE00.IN,2011,66.469
Guyana,GUY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,607
Haiti,HTI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.91197777
Haiti,HTI,Measles Immunization (%),SH.IMM.MEAS,2011,65
Haiti,HTI,Life Expectancy (Years),SP.DYN.LE00.IN,2011,61.581
Haiti,HTI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,20430
Haiti,HTI,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,1.209
Honduras,HND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.79187012
Honduras,HND,Measles Immunization (%),SH.IMM.MEAS,2011,97
Honduras,HND,Life Expectancy (Years),SP.DYN.LE00.IN,2011,70.116
Honduras,HND,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,5165
"Hong Kong SAR, China",HKG,Life Expectancy (Years),SP.DYN.LE00.IN,2011,83.41195122
Hungary,HUN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.49342251
Hungary,HUN,Measles Immunization (%),SH.IMM.MEAS,2011,99
Hungary,HUN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,74.85853659
Hungary,HUN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,535
Hungary,HUN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,6.4
Iceland,ISL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.25498867
Iceland,ISL,Measles Immunization (%),SH.IMM.MEAS,2011,94
Iceland,ISL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,82.35853659
Iceland,ISL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,12
Iceland,ISL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,15.69
India,IND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,3.24634218
India,IND,Measles Immunization (%),SH.IMM.MEAS,2011,84
India,IND,Life Expectancy (Years),SP.DYN.LE00.IN,2011,67.623
India,IND,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,1466354
India,IND,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.982
Indonesia,IDN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.98942471
Indonesia,IDN,Measles Immunization (%),SH.IMM.MEAS,2011,80
Indonesia,IDN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,68.629
Indonesia,IDN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,157164
"Iran, Islamic Rep.",IRN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.09787989
"Iran, Islamic Rep.",IRN,Measles Immunization (%),SH.IMM.MEAS,2011,99
"Iran, Islamic Rep.",IRN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,74.721
"Iran, Islamic Rep.",IRN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,24771
"Iran, Islamic Rep.",IRN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,1.902
Iraq,IRQ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.80316377
Iraq,IRQ,Measles Immunization (%),SH.IMM.MEAS,2011,80
Iraq,IRQ,Life Expectancy (Years),SP.DYN.LE00.IN,2011,68.435
Iraq,IRQ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,36533
Ireland,IRL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,10.4888649
Ireland,IRL,Measles Immunization (%),SH.IMM.MEAS,2011,92
Ireland,IRL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,80.74634146
Ireland,IRL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,303
Ireland,IRL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,13.4
Isle of Man,IMN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,79.836
Israel,ISR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.80594969
Israel,ISR,Measles Immunization (%),SH.IMM.MEAS,2011,97
Israel,ISR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,81.65609756
Israel,ISR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,698
Israel,ISR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,5.221
Italy,ITA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.728508
Italy,ITA,Measles Immunization (%),SH.IMM.MEAS,2011,90
Italy,ITA,Life Expectancy (Years),SP.DYN.LE00.IN,2011,82.18780488
Italy,ITA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,2152
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,5.412
Jamaica,JAM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.5231781
Jamaica,JAM,Measles Immunization (%),SH.IMM.MEAS,2011,88
Jamaica,JAM,Life Expectancy (Years),SP.DYN.LE00.IN,2011,72.245
Jamaica,JAM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,800
Japan,JPN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,10.48780155
Japan,JPN,Measles Immunization (%),SH.IMM.MEAS,2011,94
Japan,JPN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,82.59121951
Japan,JPN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,3499
Jordan,JOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.14807701
Jordan,JOR,Measles Immunization (%),SH.IMM.MEAS,2011,98
Jordan,JOR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,73.929
Jordan,JOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,3740
Kazakhstan,KAZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.60236669
Kazakhstan,KAZ,Measles Immunization (%),SH.IMM.MEAS,2011,99
Kazakhstan,KAZ,Life Expectancy (Years),SP.DYN.LE00.IN,2011,69.108
Kazakhstan,KAZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,6911
Kazakhstan,KAZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,7.653
Kenya,KEN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.20212841
Kenya,KEN,Measles Immunization (%),SH.IMM.MEAS,2011,87
Kenya,KEN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,61.283
Kenya,KEN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,76898
Kenya,KEN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,1.406
Kiribati,KIR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.98947382
Kiribati,KIR,Measles Immunization (%),SH.IMM.MEAS,2011,90
Kiribati,KIR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,65.896
Kiribati,KIR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,193
Kiribati,KIR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,3.725
"Korea, Dem. People's Rep.",PRK,Measles Immunization (%),SH.IMM.MEAS,2011,99
"Korea, Dem. People's Rep.",PRK,Life Expectancy (Years),SP.DYN.LE00.IN,2011,70.772
"Korea, Dem. People's Rep.",PRK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,9064
"Korea, Rep.",KOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.90292883
"Korea, Rep.",KOR,Measles Immunization (%),SH.IMM.MEAS,2011,99
"Korea, Rep.",KOR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,80.56829268
"Korea, Rep.",KOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,1795
"Korea, Rep.",KOR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,4.81
Kosovo,XKX,Life Expectancy (Years),SP.DYN.LE00.IN,2011,75.323
Kosovo,XKX,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,603
Kuwait,KWT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.33303547
Kuwait,KWT,Measles Immunization (%),SH.IMM.MEAS,2011,99
Kuwait,KWT,Life Expectancy (Years),SP.DYN.LE00.IN,2011,78.0522439
Kuwait,KWT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,574
Kuwait,KWT,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,6.574
Kyrgyz Republic,KGZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.1072917
Kyrgyz Republic,KGZ,Measles Immunization (%),SH.IMM.MEAS,2011,97
Kyrgyz Republic,KGZ,Life Expectancy (Years),SP.DYN.LE00.IN,2011,69.60243902
Kyrgyz Republic,KGZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,4120
Kyrgyz Republic,KGZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,5.759
Lao PDR,LAO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,1.94457507
Lao PDR,LAO,Measles Immunization (%),SH.IMM.MEAS,2011,67
Lao PDR,LAO,Life Expectancy (Years),SP.DYN.LE00.IN,2011,64.505
Lao PDR,LAO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,9408
Latvia,LVA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.91758251
Latvia,LVA,Measles Immunization (%),SH.IMM.MEAS,2011,92
Latvia,LVA,Life Expectancy (Years),SP.DYN.LE00.IN,2011,73.57560976
Latvia,LVA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,146
Latvia,LVA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,5.151
Lebanon,LBN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.17744446
Lebanon,LBN,Measles Immunization (%),SH.IMM.MEAS,2011,85
Lebanon,LBN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,77.768
Lebanon,LBN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,1207
Lesotho,LSO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.99487114
Lesotho,LSO,Measles Immunization (%),SH.IMM.MEAS,2011,92
Lesotho,LSO,Life Expectancy (Years),SP.DYN.LE00.IN,2011,46.93
Lesotho,LSO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,4989
Liberia,LBR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.58399582
Liberia,LBR,Measles Immunization (%),SH.IMM.MEAS,2011,71
Liberia,LBR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,59.486
Liberia,LBR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,15556
Libya,LBY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.01902008
Libya,LBY,Measles Immunization (%),SH.IMM.MEAS,2011,98
Libya,LBY,Life Expectancy (Years),SP.DYN.LE00.IN,2011,69.95
Libya,LBY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,2995
Liechtenstein,LIE,Life Expectancy (Years),SP.DYN.LE00.IN,2011,81.79268293
Lithuania,LTU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.54017687
Lithuania,LTU,Measles Immunization (%),SH.IMM.MEAS,2011,94
Lithuania,LTU,Life Expectancy (Years),SP.DYN.LE00.IN,2011,73.56341463
Lithuania,LTU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,174
Lithuania,LTU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,7.83
Luxembourg,LUX,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.95225334
Luxembourg,LUX,Measles Immunization (%),SH.IMM.MEAS,2011,96
Luxembourg,LUX,Life Expectancy (Years),SP.DYN.LE00.IN,2011,80.98780488
Luxembourg,LUX,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,15
Luxembourg,LUX,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,11.63
"Macao SAR, China",MAC,Life Expectancy (Years),SP.DYN.LE00.IN,2011,82.47073171
Madagascar,MDG,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.521595
Madagascar,MDG,Measles Immunization (%),SH.IMM.MEAS,2011,62
Madagascar,MDG,Life Expectancy (Years),SP.DYN.LE00.IN,2011,62.86
Madagascar,MDG,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,54904
Madagascar,MDG,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.208
Malawi,MWI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.32226658
Malawi,MWI,Measles Immunization (%),SH.IMM.MEAS,2011,96
Malawi,MWI,Life Expectancy (Years),SP.DYN.LE00.IN,2011,58.859
Malawi,MWI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,44062
Malaysia,MYS,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,3.31451917
Malaysia,MYS,Measles Immunization (%),SH.IMM.MEAS,2011,95
Malaysia,MYS,Life Expectancy (Years),SP.DYN.LE00.IN,2011,75.488
Malaysia,MYS,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,3954
Malaysia,MYS,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,3.436
Maldives,MDV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.92251587
Maldives,MDV,Measles Immunization (%),SH.IMM.MEAS,2011,96
Maldives,MDV,Life Expectancy (Years),SP.DYN.LE00.IN,2011,77.141
Maldives,MDV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,96
Mali,MLI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.01485014
Mali,MLI,Measles Immunization (%),SH.IMM.MEAS,2011,72
Mali,MLI,Life Expectancy (Years),SP.DYN.LE00.IN,2011,56.367
Mali,MLI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,93654
Mali,MLI,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.346
Malta,MLT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.31816673
Malta,MLT,Measles Immunization (%),SH.IMM.MEAS,2011,84
Malta,MLT,Life Expectancy (Years),SP.DYN.LE00.IN,2011,80.74634146
Malta,MLT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,28
Malta,MLT,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,6.95
Marshall Islands,MHL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,11.35905361
Marshall Islands,MHL,Measles Immunization (%),SH.IMM.MEAS,2011,88
Marshall Islands,MHL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,64.641
Marshall Islands,MHL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,61
Marshall Islands,MHL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,3.757
Mauritania,MRT,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.47383666
Mauritania,MRT,Measles Immunization (%),SH.IMM.MEAS,2011,67
Mauritania,MRT,Life Expectancy (Years),SP.DYN.LE00.IN,2011,65.754
Mauritania,MRT,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,7223
Mauritius,MUS,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.25059652
Mauritius,MUS,Measles Immunization (%),SH.IMM.MEAS,2011,99
Mauritius,MUS,Life Expectancy (Years),SP.DYN.LE00.IN,2011,73.26682927
Mauritius,MUS,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,223
Mauritius,MUS,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,2.853
Mexico,MEX,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.30093002
Mexico,MEX,Measles Immunization (%),SH.IMM.MEAS,2011,98
Mexico,MEX,Life Expectancy (Years),SP.DYN.LE00.IN,2011,73.921
Mexico,MEX,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,42522
Mexico,MEX,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,2.519
"Micronesia, Fed. Sts.",FSM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,13.222826
"Micronesia, Fed. Sts.",FSM,Measles Immunization (%),SH.IMM.MEAS,2011,92
"Micronesia, Fed. Sts.",FSM,Life Expectancy (Years),SP.DYN.LE00.IN,2011,64.969
"Micronesia, Fed. Sts.",FSM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,90
Moldova,MDA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,9.09670353
Moldova,MDA,Measles Immunization (%),SH.IMM.MEAS,2011,91
Moldova,MDA,Life Expectancy (Years),SP.DYN.LE00.IN,2011,70.173
Moldova,MDA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,861
Moldova,MDA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,6.473
Monaco,MCO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.63545036
Monaco,MCO,Measles Immunization (%),SH.IMM.MEAS,2011,91
Monaco,MCO,Life Expectancy (Years),SP.DYN.LE00.IN,2011,85.01
Monaco,MCO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,1
Monaco,MCO,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,17.99
Mongolia,MNG,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,3.58612084
Mongolia,MNG,Measles Immunization (%),SH.IMM.MEAS,2011,98
Mongolia,MNG,Life Expectancy (Years),SP.DYN.LE00.IN,2011,69.10926829
Mongolia,MNG,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,1568
Mongolia,MNG,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,3.695
Montenegro,MNE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.96692181
Montenegro,MNE,Measles Immunization (%),SH.IMM.MEAS,2011,91
Montenegro,MNE,Life Expectancy (Years),SP.DYN.LE00.IN,2011,76.08292683
Montenegro,MNE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,48
Montenegro,MNE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,5.064
Morocco,MAR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,5.37019396
Morocco,MAR,Measles Immunization (%),SH.IMM.MEAS,2011,99
Morocco,MAR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,71.263
Morocco,MAR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,20536
Mozambique,MOZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.9217639
Mozambique,MOZ,Measles Immunization (%),SH.IMM.MEAS,2011,82
Mozambique,MOZ,Life Expectancy (Years),SP.DYN.LE00.IN,2011,55.733
Mozambique,MOZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,87464
Mozambique,MOZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.402
Myanmar,MMR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,1.95077813
Myanmar,MMR,Measles Immunization (%),SH.IMM.MEAS,2011,88
Myanmar,MMR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,63.859
Myanmar,MMR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,56112
Myanmar,MMR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.951
Namibia,NAM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,10.86068344
Namibia,NAM,Measles Immunization (%),SH.IMM.MEAS,2011,74
Namibia,NAM,Life Expectancy (Years),SP.DYN.LE00.IN,2011,56.647
Namibia,NAM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,3261
Naoero,NRU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,9.97123718
Naoero,NRU,Measles Immunization (%),SH.IMM.MEAS,2011,99
Naoero,NRU,Life Expectancy (Years),SP.DYN.LE00.IN,2011,60.287
Naoero,NRU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,9
Naoero,NRU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,6.931
Nepal,NPL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.45220184
Nepal,NPL,Measles Immunization (%),SH.IMM.MEAS,2011,88
Nepal,NPL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,67.123
Nepal,NPL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,28477
Netherlands,NLD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,10.14537811
Netherlands,NLD,Measles Immunization (%),SH.IMM.MEAS,2011,96
Netherlands,NLD,Life Expectancy (Years),SP.DYN.LE00.IN,2011,81.20487805
Netherlands,NLD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,794
Netherlands,NLD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,11.96
New Caledonia,NCL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,76.315
New Zealand,NZL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,9.10748196
New Zealand,NZL,Measles Immunization (%),SH.IMM.MEAS,2011,93
New Zealand,NZL,Life Expectancy (Years),SP.DYN.LE00.IN,2011,81.15609756
New Zealand,NZL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,381
New Zealand,NZL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,10.7
Nicaragua,NIC,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,7.44982004
Nicaragua,NIC,Measles Immunization (%),SH.IMM.MEAS,2011,99
Nicaragua,NIC,Life Expectancy (Years),SP.DYN.LE00.IN,2011,72.033
Nicaragua,NIC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,3043
Nicaragua,NIC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,1.385
Niger,NER,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,4.87323856
Niger,NER,Measles Immunization (%),SH.IMM.MEAS,2011,69
Niger,NER,Life Expectancy (Years),SP.DYN.LE00.IN,2011,57.6
Niger,NER,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,105295
Nigeria,NGA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,3.32077932
Nigeria,NGA,Measles Immunization (%),SH.IMM.MEAS,2011,53
Nigeria,NGA,Life Expectancy (Years),SP.DYN.LE00.IN,2011,51.49
Nigeria,NGA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,851074
North Macedonia,MKD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,6.51887369
North Macedonia,MKD,Measles Immunization (%),SH.IMM.MEAS,2011,97
North Macedonia,MKD,Life Expectancy (Years),SP.DYN.LE00.IN,2011,75.1
North Macedonia,MKD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,257
North Macedonia,MKD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,4.258
Northern Mariana Islands,MNP,Life Expectancy (Years),SP.DYN.LE00.IN,2011,77.688
Norway,NOR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,8.73474026
Norway,NOR,Measles Immunization (%),SH.IMM.MEAS,2011,93
Norway,NOR,Life Expectancy (Years),SP.DYN.LE00.IN,2011,81.29512195
Norway,NOR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,187
Norway,NOR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,16.94
Oman,OMN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.23611403
Oman,OMN,Measles Immunization (%),SH.IMM.MEAS,2011,99
Oman,OMN,Life Expectancy (Years),SP.DYN.LE00.IN,2011,77.74
Oman,OMN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,735
Oman,OMN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,4.628
Pakistan,PAK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,2.23121333
Pakistan,PAK,Measles Immunization (%),SH.IMM.MEAS,2011,59
Pakistan,PAK,Life Expectancy (Years),SP.DYN.LE00.IN,2011,64.659
Pakistan,PAK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2011,554258
Pakistan,PAK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2011,0.381
Palau,PLW,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2011,9.9432106
Palau,PLW,Measles Immunization (%),SH.IMM.MEAS,2011,85
Palau,PLW,Life Expectancy (Years),SP.DYN.LE00.IN,2011,68.638
