Country Name,Country Code,Indicator Clean Name,Indicator Code,Year,Value
Bahrain,BHR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,2.959
Bangladesh,BGD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,1.80504513
Bangladesh,BGD,Measles Immunization (%),SH.IMM.MEAS,2000,74
Bangladesh,BGD,Life Expectancy (Years),SP.DYN.LE00.IN,2000,62.049
Bangladesh,BGD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,332179
Barbados,BRB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.92612553
Barbados,BRB,Measles Immunization (%),SH.IMM.MEAS,2000,94
Barbados,BRB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.58
Barbados,BRB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,55
Barbados,BRB,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,6.036
Belarus,BLR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.28088045
Belarus,BLR,Measles Immunization (%),SH.IMM.MEAS,2000,98
Belarus,BLR,Life Expectancy (Years),SP.DYN.LE00.IN,2000,68.91219512
Belarus,BLR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1152
Belarus,BLR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,9.549
Belgium,BEL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.99917603
Belgium,BEL,Measles Immunization (%),SH.IMM.MEAS,2000,82
Belgium,BEL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.72195122
Belgium,BEL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,675
Belize,BLZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,2.93866777
Belize,BLZ,Measles Immunization (%),SH.IMM.MEAS,2000,96
Belize,BLZ,Life Expectancy (Years),SP.DYN.LE00.IN,2000,68.911
Belize,BLZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,174
Belize,BLZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,1.258
Benin,BEN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,2.9591713
Benin,BEN,Measles Immunization (%),SH.IMM.MEAS,2000,70
Benin,BEN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,56.594
Benin,BEN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,39373
Bermuda,BMU,Life Expectancy (Years),SP.DYN.LE00.IN,2000,78.251
Bhutan,BTN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.13867903
Bhutan,BTN,Measles Immunization (%),SH.IMM.MEAS,2000,78
Bhutan,BTN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,61.842
Bhutan,BTN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1202
Bolivia,BOL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.39554119
Bolivia,BOL,Measles Immunization (%),SH.IMM.MEAS,2000,84
Bolivia,BOL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,62.057
Bolivia,BOL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,18043
Bosnia and Herzegovina,BIH,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.96239424
Bosnia and Herzegovina,BIH,Measles Immunization (%),SH.IMM.MEAS,2000,80
Bosnia and Herzegovina,BIH,Life Expectancy (Years),SP.DYN.LE00.IN,2000,75.292
Bosnia and Herzegovina,BIH,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,416
Bosnia and Herzegovina,BIH,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,4.03
Botswana,BWA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.10838556
Botswana,BWA,Measles Immunization (%),SH.IMM.MEAS,2000,91
Botswana,BWA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,52.263
Botswana,BWA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,3603
Botswana,BWA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,2.575
Brazil,BRA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,8.33457184
Brazil,BRA,Measles Immunization (%),SH.IMM.MEAS,2000,99
Brazil,BRA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,69.584
Brazil,BRA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,120235
Brazil,BRA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,3.788
British Virgin Islands,VGB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.753
British Virgin Islands,VGB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,5
Brunei Darussalam,BRN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,2.5479064
Brunei Darussalam,BRN,Measles Immunization (%),SH.IMM.MEAS,2000,99
Brunei Darussalam,BRN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.017
Brunei Darussalam,BRN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,67
Brunei Darussalam,BRN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,3.971
Bulgaria,BGR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.82970953
Bulgaria,BGR,Measles Immunization (%),SH.IMM.MEAS,2000,89
Bulgaria,BGR,Life Expectancy (Years),SP.DYN.LE00.IN,2000,71.66341463
Bulgaria,BGR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1236
Bulgaria,BGR,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,4.451
Burkina Faso,BFA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.0211668
Burkina Faso,BFA,Measles Immunization (%),SH.IMM.MEAS,2000,48
Burkina Faso,BFA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,50.808
Burkina Faso,BFA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,89988
Burundi,BDI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.22181606
Burundi,BDI,Measles Immunization (%),SH.IMM.MEAS,2000,72
Burundi,BDI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,47.617
Burundi,BDI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,40383
Cabo Verde,CPV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.86025023
Cabo Verde,CPV,Measles Immunization (%),SH.IMM.MEAS,2000,86
Cabo Verde,CPV,Life Expectancy (Years),SP.DYN.LE00.IN,2000,68.117
Cabo Verde,CPV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,463
Cambodia,KHM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.48126554
Cambodia,KHM,Measles Immunization (%),SH.IMM.MEAS,2000,65
Cambodia,KHM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,59.491
Cambodia,KHM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,37239
Cambodia,KHM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,0.893
Cameroon,CMR,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.29573393
Cameroon,CMR,Measles Immunization (%),SH.IMM.MEAS,2000,49
Cameroon,CMR,Life Expectancy (Years),SP.DYN.LE00.IN,2000,53.338
Cameroon,CMR,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,83778
Canada,CAN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,8.24808502
Canada,CAN,Measles Immunization (%),SH.IMM.MEAS,2000,96
Canada,CAN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,79.16682927
Canada,CAN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,2095
Canada,CAN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,9.9
Cayman Islands,CYM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.378
Central African Republic,CAF,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.3808217
Central African Republic,CAF,Measles Immunization (%),SH.IMM.MEAS,2000,36
Central African Republic,CAF,Life Expectancy (Years),SP.DYN.LE00.IN,2000,46.609
Central African Republic,CAF,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,25606
Chad,TCD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.20697546
Chad,TCD,Measles Immunization (%),SH.IMM.MEAS,2000,28
Chad,TCD,Life Expectancy (Years),SP.DYN.LE00.IN,2000,47.937
Chad,TCD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,75472
Chad,TCD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,0.122
Channel Islands,CHI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,78.8
Chile,CHL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.00020742
Chile,CHL,Measles Immunization (%),SH.IMM.MEAS,2000,97
Chile,CHL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.128
Chile,CHL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,2791
China,CHN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.4535861
China,CHN,Measles Immunization (%),SH.IMM.MEAS,2000,84
China,CHN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,72.288
China,CHN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,631120
China,CHN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,0.998
Colombia,COL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.63529348
Colombia,COL,Measles Immunization (%),SH.IMM.MEAS,2000,88
Colombia,COL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,70.905
Colombia,COL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,21865
Colombia,COL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,0.504
Comoros,COM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.51525021
Comoros,COM,Measles Immunization (%),SH.IMM.MEAS,2000,70
Comoros,COM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,58.941
Comoros,COM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1492
"Congo, Dem. Rep.",COD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,1.46594739
"Congo, Dem. Rep.",COD,Measles Immunization (%),SH.IMM.MEAS,2000,26
"Congo, Dem. Rep.",COD,Life Expectancy (Years),SP.DYN.LE00.IN,2000,51.887
"Congo, Dem. Rep.",COD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,399814
"Congo, Rep.",COG,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,1.50500846
"Congo, Rep.",COG,Measles Immunization (%),SH.IMM.MEAS,2000,34
"Congo, Rep.",COG,Life Expectancy (Years),SP.DYN.LE00.IN,2000,55.371
"Congo, Rep.",COG,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,12496
Costa Rica,CRI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.56498718
Costa Rica,CRI,Measles Immunization (%),SH.IMM.MEAS,2000,82
Costa Rica,CRI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.317
Costa Rica,CRI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1044
Costa Rica,CRI,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,1.184
Cote d'Ivoire,CIV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.61476922
Cote d'Ivoire,CIV,Measles Immunization (%),SH.IMM.MEAS,2000,68
Cote d'Ivoire,CIV,Life Expectancy (Years),SP.DYN.LE00.IN,2000,51.393
Cote d'Ivoire,CIV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,104091
Croatia,HRV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.65084314
Croatia,HRV,Measles Immunization (%),SH.IMM.MEAS,2000,93
Croatia,HRV,Life Expectancy (Years),SP.DYN.LE00.IN,2000,72.80780488
Croatia,HRV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,355
Croatia,HRV,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,5.122
Cuba,CUB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.58189821
Cuba,CUB,Measles Immunization (%),SH.IMM.MEAS,2000,94
Cuba,CUB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,75.922
Cuba,CUB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,1254
Curacao,CUW,Life Expectancy (Years),SP.DYN.LE00.IN,2000,73.283
Cyprus,CYP,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.30800056
Cyprus,CYP,Measles Immunization (%),SH.IMM.MEAS,2000,86
Cyprus,CYP,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.9
Cyprus,CYP,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,78
Cyprus,CYP,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,3.093
Czechia,CZE,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.66916943
Czechia,CZE,Measles Immunization (%),SH.IMM.MEAS,2000,97
Czechia,CZE,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.96829268
Czechia,CZE,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,490
Czechia,CZE,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,8.081
Denmark,DNK,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,8.11006165
Denmark,DNK,Measles Immunization (%),SH.IMM.MEAS,2000,99
Denmark,DNK,Life Expectancy (Years),SP.DYN.LE00.IN,2000,76.59268293
Denmark,DNK,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,375
Denmark,DNK,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,10.31
Djibouti,DJI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.39641857
Djibouti,DJI,Measles Immunization (%),SH.IMM.MEAS,2000,50
Djibouti,DJI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,56.734
Djibouti,DJI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,2370
Dominica,DMA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.32374382
Dominica,DMA,Measles Immunization (%),SH.IMM.MEAS,2000,99
Dominica,DMA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,71.715
Dominica,DMA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,25
Dominican Republic,DOM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.88427496
Dominican Republic,DOM,Measles Immunization (%),SH.IMM.MEAS,2000,85
Dominican Republic,DOM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,70.365
Dominican Republic,DOM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,8536
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,1.788
Ecuador,ECU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.57367969
Ecuador,ECU,Measles Immunization (%),SH.IMM.MEAS,2000,99
Ecuador,ECU,Life Expectancy (Years),SP.DYN.LE00.IN,2000,72.09
Ecuador,ECU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,9584
Ecuador,ECU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,1.622
"Egypt, Arab Rep.",EGY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.92244291
"Egypt, Arab Rep.",EGY,Measles Immunization (%),SH.IMM.MEAS,2000,98
"Egypt, Arab Rep.",EGY,Life Expectancy (Years),SP.DYN.LE00.IN,2000,67.332
"Egypt, Arab Rep.",EGY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,93450
El Salvador,SLV,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.84342813
El Salvador,SLV,Measles Immunization (%),SH.IMM.MEAS,2000,97
El Salvador,SLV,Life Expectancy (Years),SP.DYN.LE00.IN,2000,67.711
El Salvador,SLV,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,5316
Equatorial Guinea,GNQ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,1.22260201
Equatorial Guinea,GNQ,Measles Immunization (%),SH.IMM.MEAS,2000,50
Equatorial Guinea,GNQ,Life Expectancy (Years),SP.DYN.LE00.IN,2000,53.395
Equatorial Guinea,GNQ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,4218
Eritrea,ERI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.76670074
Eritrea,ERI,Measles Immunization (%),SH.IMM.MEAS,2000,76
Eritrea,ERI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,56.285
Eritrea,ERI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,7263
Estonia,EST,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.17029095
Estonia,EST,Measles Immunization (%),SH.IMM.MEAS,2000,93
Estonia,EST,Life Expectancy (Years),SP.DYN.LE00.IN,2000,70.41707317
Estonia,EST,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,140
Estonia,EST,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,6.199
Eswatini,SWZ,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.60951757
Eswatini,SWZ,Measles Immunization (%),SH.IMM.MEAS,2000,92
Eswatini,SWZ,Life Expectancy (Years),SP.DYN.LE00.IN,2000,47.627
Eswatini,SWZ,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,3738
Eswatini,SWZ,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,3.212
Ethiopia,ETH,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.36504698
Ethiopia,ETH,Measles Immunization (%),SH.IMM.MEAS,2000,28
Ethiopia,ETH,Life Expectancy (Years),SP.DYN.LE00.IN,2000,50.88
Ethiopia,ETH,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,416009
Faroe Islands,FRO,Life Expectancy (Years),SP.DYN.LE00.IN,2000,78.41190732
Fiji,FJI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.42441177
Fiji,FJI,Measles Immunization (%),SH.IMM.MEAS,2000,81
Fiji,FJI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,66.194
Fiji,FJI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,466
Finland,FIN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.09544373
Finland,FIN,Measles Immunization (%),SH.IMM.MEAS,2000,96
Finland,FIN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.46585366
Finland,FIN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,245
Finland,FIN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,8.002
France,FRA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,9.61744022
France,FRA,Measles Immunization (%),SH.IMM.MEAS,2000,84
France,FRA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,79.05609756
France,FRA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,4090
France,FRA,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,6.815
French Polynesia,PYF,Life Expectancy (Years),SP.DYN.LE00.IN,2000,79
Gabon,GAB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,2.90471101
Gabon,GAB,Measles Immunization (%),SH.IMM.MEAS,2000,55
Gabon,GAB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,61.81
Gabon,GAB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,3021
"Gambia, The",GMB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,10.78532791
"Gambia, The",GMB,Measles Immunization (%),SH.IMM.MEAS,2000,89
"Gambia, The",GMB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,56.899
"Gambia, The",GMB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,6573
Georgia,GEO,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.194592
Georgia,GEO,Measles Immunization (%),SH.IMM.MEAS,2000,73
Georgia,GEO,Life Expectancy (Years),SP.DYN.LE00.IN,2000,70.091
Georgia,GEO,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,2017
Georgia,GEO,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,4.738
Germany,DEU,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,9.75930405
Germany,DEU,Measles Immunization (%),SH.IMM.MEAS,2000,92
Germany,DEU,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.92682927
Germany,DEU,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,4144
Germany,DEU,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,8.827
Ghana,GHA,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,1.66343236
Ghana,GHA,Measles Immunization (%),SH.IMM.MEAS,2000,90
Ghana,GHA,Life Expectancy (Years),SP.DYN.LE00.IN,2000,58.139
Ghana,GHA,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,67127
Gibraltar,GIB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,80.145
Greece,GRC,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,7.51388931
Greece,GRC,Measles Immunization (%),SH.IMM.MEAS,2000,89
Greece,GRC,Life Expectancy (Years),SP.DYN.LE00.IN,2000,77.88780488
Greece,GRC,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,680
Greece,GRC,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,2.965
Greenland,GRL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,64.80341463
Grenada,GRD,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.35886383
Grenada,GRD,Measles Immunization (%),SH.IMM.MEAS,2000,92
Grenada,GRD,Life Expectancy (Years),SP.DYN.LE00.IN,2000,72.955
Grenada,GRD,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,30
Grenada,GRD,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,3.405
Guam,GUM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,74.894
Guatemala,GTM,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,5.39686108
Guatemala,GTM,Measles Immunization (%),SH.IMM.MEAS,2000,86
Guatemala,GTM,Life Expectancy (Years),SP.DYN.LE00.IN,2000,67.102
Guatemala,GTM,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,20712
Guinea,GIN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.74101353
Guinea,GIN,Measles Immunization (%),SH.IMM.MEAS,2000,42
Guinea,GIN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,52.42
Guinea,GIN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,56875
Guinea,GIN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,0.451
Guinea-Bissau,GNB,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.18953228
Guinea-Bissau,GNB,Measles Immunization (%),SH.IMM.MEAS,2000,71
Guinea-Bissau,GNB,Life Expectancy (Years),SP.DYN.LE00.IN,2000,50.565
Guinea-Bissau,GNB,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,8872
Guyana,GUY,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.18737936
Guyana,GUY,Measles Immunization (%),SH.IMM.MEAS,2000,86
Guyana,GUY,Life Expectancy (Years),SP.DYN.LE00.IN,2000,64.075
Guyana,GUY,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,955
Guyana,GUY,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,2.273
Haiti,HTI,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,3.99165702
Haiti,HTI,Measles Immunization (%),SH.IMM.MEAS,2000,54
Haiti,HTI,Life Expectancy (Years),SP.DYN.LE00.IN,2000,58.175
Haiti,HTI,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,26965
Honduras,HND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.26817989
Honduras,HND,Measles Immunization (%),SH.IMM.MEAS,2000,98
Honduras,HND,Life Expectancy (Years),SP.DYN.LE00.IN,2000,68.302
Honduras,HND,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,8218
Honduras,HND,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,1.297
"Hong Kong SAR, China",HKG,Life Expectancy (Years),SP.DYN.LE00.IN,2000,80.87317073
Hungary,HUN,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,6.76979256
Hungary,HUN,Measles Immunization (%),SH.IMM.MEAS,2000,99
Hungary,HUN,Life Expectancy (Years),SP.DYN.LE00.IN,2000,71.24634146
Hungary,HUN,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,980
Hungary,HUN,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,5.494
Iceland,ISL,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,8.89924335
Iceland,ISL,Measles Immunization (%),SH.IMM.MEAS,2000,91
Iceland,ISL,Life Expectancy (Years),SP.DYN.LE00.IN,2000,79.65365854
Iceland,ISL,"Under-5 Mortality Rate (per 1,000)",SH.DTH.MORT,2000,16
Iceland,ISL,"Physicians (per 1,000 people)",SH.MED.NUMW.P3,2000,13.99
India,IND,Health Expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2000,4.10568476
